question_id,question_type,difficulty,question,base_pipeline,strategy,pipeline,reranking_enabled,retrieval_mode,answer,total_time_s,answer_tokens,word_count,retrieved_chunk_count,retrieved_source_count,confidence_score,relevance_score,source_coverage,latency_breakdown_json,metric_groups_json
q03,multi-hop,medium,Định nghĩa đồ thị liên thông là gì? Phân biệt giữa đồ thị liên thông mạnh và đồ thị liên thông yếu trong đồ thị có hướng.,PaCRAG,PaCRAG+rerank,PaCRAG,True,hybrid_bm25_vector,"Đồ thị liên thông là một đồ thị mà giữa bất kỳ hai đỉnh nào của nó đều tồn tại ít nhất một đường đi đơn. Điều này cũng tương đương với việc nếu loại bỏ tất cả các cạnh trong đồ thị, đồ thị vẫn phải duy trì được tính liên thông, nghĩa là không thể chia thành nhiều phần khác nhau.

Chúng ta có thể phân biệt giữa đồ thị liên thông mạnh và đồ thị liên thông yếu như sau:
- Đồ thị có hướng (strongly connected): Nếu luôn tìm được một đường đi nối hai đỉnh bất kỳ từ cả hai phía của đồ thị. Điều này cũng tương đương với khi đồ thị phải duy trì tính liên thông sau khi loại bỏ tất cả các cạnh.
- Đồ thị có hướng (weakly connected): Đối với một đồ thị có hướng, nếu ta coi nó như là đồ thị không hướng, thì đồ thị đó phải duy trì tính liên thông. Tức là giữa bất kỳ hai đỉnh nào của đồ thị có hướng đều tồn tại ít nhất một đường đi đơn trong định nghĩa đồ thị không hướng.

Nguồn: graph theory 4.pdf
Trang: 13",45.39,201,201,5,4,0.8,,,"{""context_formatting"": 0.0003358999965712428, ""hybrid_retrieval"": 4.301507199998014, ""llm_generation"": 17.88767490000464, ""prompt_building"": 0.0011329000117257237}","{""generation_metrics"": {}, ""graph_metrics"": {}, ""retrieval_metrics"": {""retrieved_chunk_count"": 5, ""retrieved_source_count"": 4, ""source_diversity"": 0.8}, ""system_metrics"": {""answer_tokens"": 201, ""time_total_s"": 45.39, ""word_count"": 201}}"
q03,multi-hop,medium,Định nghĩa đồ thị liên thông là gì? Phân biệt giữa đồ thị liên thông mạnh và đồ thị liên thông yếu trong đồ thị có hướng.,GraphRAG,GraphRAG+rerank,GraphRAG,True,graph_vector,"Đồ thị liên thông (Connected Graph) được định nghĩa là một đồ thị mà giữa mỗi cặp đỉnh tồn tại ít nhất một đường đi. Điều này có nghĩa rằng, bất kỳ hai đỉnh nào trong đồ thị đều có thể được kết nối bởi một chu trình không lặp lại các cạnh.

Phân biệt giữa đồ thị liên thông mạnh và đồ thị liên thông yếu:
- Đồ thị liên thông mạnh (Strongly Connected Graph): Mọi đỉnh của đồ thị đều có đường đi tới mọi đỉnh khác. Điều này tương đương với việc mỗi đỉnh đều có hướng đến mỗi đỉnh khác.
- Đồ thị liên thông yếu (Weakly Connected Graph): Nếu ta ""sửa chữa"" hướng cho đồ thị, biến nó thành đồ thị có hướng và sau đó xem xét nó dưới dạng đồ thị có hướng, thì nó sẽ trở thành đồ thị liên thông mạnh. Nghĩa là, nếu nhìn một cách tổng quát, đồ thị không phải luôn tự liên thông, nhưng khi xem xét từ góc độ của việc chuyển đổi thành đồ thị có hướng, nó lại liên thông.

Để rõ ràng hơn:
- Trong đồ thị có hướng, đỉnh A liên thông mạnh với đỉnh B (tức là A → B) và đỉnh B cũng liên thông mạnh với đỉnh A (tức là B → A), thì đồ thị được gọi là liên thông mạnh.
- Trong đồ thị không phải luôn luôn liên thông như vậy. Ví dụ, một đồ thị có hướng có thể tồn tại trong đó mọi đỉnh đều đi tới mọi đỉnh khác mà không cần chỉnh sửa hướng của đường, nhưng ngược lại, không tồn tại một chu trình từ A đến B theo quỹ đạo hiện tại.

Cả hai định nghĩa này giúp chúng ta hiểu được mức độ kết nối giữa các đỉnh trong đồ thị.",36.14,312,312,20,4,0.8,,,"{""embed_query"": 5.023393099952955, ""extract_entities+hierarchical_context"": 2.402131400012877, ""graph_traversal"": 1.400010660290718e-06, ""llm_generation"": 20.02660310000647, ""reranking"": 8.622771900030784, ""vector_search"": 0.001509399968199432}","{""generation_metrics"": {}, ""graph_metrics"": {""doc_passage_count"": 6, ""entity_count"": 0, ""graph_fact_count"": 0, ""source_count"": 4}, ""retrieval_metrics"": {}, ""system_metrics"": {""answer_tokens"": 312, ""time_total_s"": 36.14, ""word_count"": 312}}"
q04,multi-hop,medium,"Trình bày các khái niệm về cây trong lý thuyết đồ thị: cây là gì, cây khung là gì, và các tính chất đặc trưng của cây.",PaCRAG,PaCRAG,PaCRAG,False,hybrid_bm25_vector,"Cây trong lý thuyết đồ thị là một đồ thị vô hướng mà tất cả các đỉnh đều được nối với nhau bởi ít nhất một đường đi đơn. Điều này có nghĩa là nếu ta bắt đầu từ bất kỳ đỉnh nào trong cây, sẽ có và chỉ có một cách duy nhất để đến các đỉnh khác thông qua các cạnh của cây (không bao gồm vòng lặp).

Cây khung (hay còn gọi là cây không chứa khuyên) là loại cây mà mỗi cặp đỉnh đều được nối với nhau bởi ít nhất một đường đi đơn trong đồ thị. Điều này có nghĩa là trong cây khung, không tồn tại bất kỳ cặp đỉnh nào mà giữa chúng không có đường đi đơn trực tiếp hoặc qua các khuyên.

Các tính chất đặc trưng của cây trong lý thuyết đồ thị gồm:
1. Một cây có ít nhất một đỉnh.
2. Mỗi cây đều vô hướng.
3. Gồm không quá n - 1 cạnh, trong đó n là số lượng đỉnh.
4. Cho phép tồn tại một và chỉ một vòng lặp (tránh việc hình thành chu trình).
5. Giúp xác định cấu trúc tối thiểu của đồ thị.

Các tính chất đặc trưng này cho thấy cây đóng vai trò quan trọng trong lý thuyết đồ thị, giúp chúng ta hiểu được cấu trúc cơ bản của đồ thị cũng như các nguyên tắc toán học liên quan đến chúng. 

Nguồn: graph theory 1.pdf
Trang: 9

Cây khung đặc biệt hữu ích trong việc xác định cấu trúc tối thiểu và thường được sử dụng để giải quyết một số vấn đề tối ưu hoá, chẳng hạn như việc tìm các đường đi ngắn nhất giữa hai đỉnh hay thiết kế mạng lưới không chứa khuyên.

Nguồn: graph theory 1.pdf
Trang: 10",33.01,306,306,5,2,0.8,,,"{""context_formatting"": 0.000139000010676682, ""hybrid_retrieval"": 3.8815153999603353, ""llm_generation"": 27.82907310000155, ""prompt_building"": 0.00039410003228113055}","{""generation_metrics"": {}, ""graph_metrics"": {}, ""retrieval_metrics"": {""retrieved_chunk_count"": 5, ""retrieved_source_count"": 2, ""source_diversity"": 0.4}, ""system_metrics"": {""answer_tokens"": 306, ""time_total_s"": 33.01, ""word_count"": 306}}"
q04,multi-hop,medium,"Trình bày các khái niệm về cây trong lý thuyết đồ thị: cây là gì, cây khung là gì, và các tính chất đặc trưng của cây.",GraphRAG,GraphRAG,GraphRAG,False,graph_vector,"### Khái niệm về Cây trong Lý Thuyết Đồ Thị:

**Cây:** 
- Định nghĩa: Một cây (tree) trong lý thuyết đồ thị là một cấu trúc bipartite duy nhất mà có:
  - Có n đỉnh.
  - Có n - 1 cạnh.
  - Không có vòng lặp.

**Tính chất đặc trưng của Cây:**
- Mỗi cặp đỉnh không liên kết phải có đường nối.
- Không tồn tại vòng (hay vòng lặp).
- Không chứa đường chéo.

### Cây Khung:

**Cây Khung:** 
- Định nghĩa: Giả sử G = (V, E) là đồ thị vô hướng liên thông. Một cây T = (V,F), với F ⊂ E được gọi là cây khung (minimum spanning tree hoặc MST) của đồ thị G nếu:
  - T có n đỉnh.
  - T có n – 1 cạnh.
  - Độ dài tổng của các cạnh trong T nhỏ hơn hoặc bằng độ dài tổng của bất kỳ cây nào khác trong G.

**Các tính chất đặc trưng của Cây Khung:**
- Một đường chéo chỉ có thể tồn tại nếu nó tăng lên độ dài tổng của cây khung.
- Không tồn tại vòng lặp trong cây khung.

### Ví dụ:

Giả sử đồ thị G với các đỉnh và cạnh như sau:
a b e c d

G = (V, E), trong đó: 
- V = {a, b, c, d}
- E = {(a,b), (b,c), (c,d), (d,e)}

Cây khung nhỏ nhất của G có thể là T1 hoặc T2, trong ví dụ sau:
T1:
a - b - e - d
|
c

T2:
a - b - c - d - e
|
 

Trong cả hai trường hợp, độ dài tổng các cạnh trong cây khung nhỏ hơn so với bất kỳ cây nào khác có trong đồ thị G.",46.86,297,297,20,2,0.8,,,"{""embed_query"": 5.226271399995312, ""extract_entities+hierarchical_context"": 6.162928899982944, ""graph_traversal"": 1.7999554984271526e-06, ""llm_generation"": 31.31217429996468, ""vector_search"": 0.0015389000182040036}","{""generation_metrics"": {}, ""graph_metrics"": {""doc_passage_count"": 6, ""entity_count"": 0, ""graph_fact_count"": 0, ""source_count"": 2}, ""retrieval_metrics"": {}, ""system_metrics"": {""answer_tokens"": 297, ""time_total_s"": 46.86, ""word_count"": 297}}"
q04,multi-hop,medium,"Trình bày các khái niệm về cây trong lý thuyết đồ thị: cây là gì, cây khung là gì, và các tính chất đặc trưng của cây.",PaCRAG,PaCRAG+rerank,PaCRAG,True,hybrid_bm25_vector,"Cây trong lý thuyết đồ thị là một loại cấu trúc đồ thị vô hướng mà nó phải thỏa mãn hai điều kiện chính:
1. Là một đồ thị vô hướng.
2. Không chứa chu trình (đồng thời đảm bảo mỗi cặp đỉnh chỉ có duy nhất một đường đi nối chúng).

Các tính chất đặc trưng của cây trong lý thuyết đồ thị bao gồm:

1. Số lượng đỉnh bằng số lượng cạnh cộng thêm 1: Nếu G là một đồ thị, thì nó không thể có hơn n-1 cạnh (n là số lượng đỉnh) và vẫn duy trì tính chất là một đồ thị vô hướng.
2. Một đồ thị có n đỉnh có thể chứa nhiều nhất n-1 cạnh để vẫn được xem là một cây (chủ yếu áp dụng cho đồ thị hữu hình).
3. Cây còn đảm bảo bất kỳ hai đỉnh nào đều có ít nhất một đường đi nối chúng, điều này khác biệt với đồ thị mà không phải tất cả các cặp đỉnh đều có đường đi.

Cây khung trong lý thuyết đồ thị được định nghĩa như sau: Một đồ thị là cây khung nếu và chỉ nếu nó vừa là một cây (không chứa chu trình) lại cũng là một đồ thị có hướng. Điều này đồng nghĩa với việc một cây khung không chứa chuỗi hướng nào, nhưng mỗi cặp đỉnh vẫn duy trì mối liên kết thông qua đường đi.

Tổng hợp các thuật toán để tìm cây khung bao gồm: 
- Thuật toán Kruskal
- Thuật toán Prim

Nguồn: graph theory 1.pdf  
Trang: 123-124",72.09,268,268,5,2,0.8,,,"{""context_formatting"": 0.00029469997389242053, ""hybrid_retrieval"": 26.537662199989427, ""llm_generation"": 24.955979100021068, ""prompt_building"": 0.0007221999694593251}","{""generation_metrics"": {}, ""graph_metrics"": {}, ""retrieval_metrics"": {""retrieved_chunk_count"": 5, ""retrieved_source_count"": 2, ""source_diversity"": 0.4}, ""system_metrics"": {""answer_tokens"": 268, ""time_total_s"": 72.09, ""word_count"": 268}}"
q04,multi-hop,medium,"Trình bày các khái niệm về cây trong lý thuyết đồ thị: cây là gì, cây khung là gì, và các tính chất đặc trưng của cây.",GraphRAG,GraphRAG+rerank,GraphRAG,True,graph_vector,"In the context of graph theory, a tree is an undirected connected acyclic graph. An acyclic graph is one that does not contain any cycles or loops. Therefore, in graph G = (V, E), where V represents the set of vertices and E represents the set of edges, a tree T is defined by being a subset of edges F such that it connects all vertices without forming any cycles.

A spanning tree for an undirected connected graph G is a subgraph that is a tree and includes all vertices of the original graph. In other words, every vertex in the graph must be reachable from every other vertex through the tree's edges.

The Minimum Spanning Tree (MST) problem involves finding such a spanning tree where the sum of edge weights is minimized. For an undirected connected weighted graph G = (V, E), with each edge e having a weight c(e), the MST is defined as a subset of edges F that connects all vertices and has the smallest possible total edge weight.

A Minimum Spanning Tree for an undirected connected graph is a tree in which the sum of weights of its edges is minimized. In other words, a spanning tree with minimal sum of edge weights within the constraints of connecting all vertices without forming any cycles.

In summary:
- A **tree** in graph theory is defined as a connected acyclic graph.
- A **minimum spanning tree (MST)** or **Minimum Spanning Tree Problem (MSTP)** refers to finding a spanning tree that connects all vertices and has the minimum possible sum of edge weights, specifically for weighted graphs where each edge has an associated weight.

Trí tuệ nhân tạo của tôi dựa vào tài liệu như sau:

- Tài liệu ""Graph Theory 5.pdf"" đề cập đến cây khung (Minimum Spanning Tree), định nghĩa rằng cây khung là một cây trong đồ thị mà tổng trọng số các cạnh chỉ bằng nhỏ nhất. 

Với các ví dụ và giải thích cụ thể, các cây khung thường có đầy đủ đỉnh trong đồ thị mà chúng không chứa bất kỳ vòng lặp nào và luôn tạo thành một liên kết toàn diện giữa tất cả các đỉnh.
Đọc thêm về đề tài này từ tài liệu ""Graph Theory 5.pdf"", trang 12 cho thấy bài toán tìm Minimum Spanning Tree (MST) bao gồm việc xác định đường dẫn không có vòng lặp mà tổng trọng số của nó nhỏ nhất trong một đồ thị.

Tất cả các thông tin được lấy từ tài liệu liên qu",29.67,424,424,20,2,0.8,,,"{""embed_query"": 2.683491799980402, ""extract_entities+hierarchical_context"": 2.9890878000296652, ""graph_traversal"": 1.6999547369778156e-06, ""llm_generation"": 21.733561200031545, ""reranking"": 2.140158700000029, ""vector_search"": 0.003323200042359531}","{""generation_metrics"": {}, ""graph_metrics"": {""doc_passage_count"": 6, ""entity_count"": 0, ""graph_fact_count"": 0, ""source_count"": 2}, ""retrieval_metrics"": {}, ""system_metrics"": {""answer_tokens"": 424, ""time_total_s"": 29.67, ""word_count"": 424}}"
q05,multi-hop,hard,"So sánh hai thuật toán duyệt đồ thị BFS và DFS: nguyên tắc hoạt động, cấu trúc dữ liệu sử dụng, độ phức tạp và ứng dụng thực tế.",PaCRAG,PaCRAG,PaCRAG,False,hybrid_bm25_vector,"Để so sánh hai thuật toán duyệt đồ thị BFS (Breadth First Search) và DFS (Depth First Search), chúng ta cần phân tích nguyên tắc hoạt động, cấu trúc dữ liệu sử dụng, độ phức tạp và ứng dụng thực tế của mỗi thuật toán.

1. Nguyên tắc hoạt động:
- DFS: Truy cập các đỉnh theo chiều sâu, đi đến tận cùng một nhánh trước khi lùi lại và tiếp tục duyệt các nhánh con.
- BFS: Đệ quy duyệt từ một điểm xuất phát, mở rộng từng bước tới các cạnh liên kết sau mỗi mở rộng.

2. Cấu trúc dữ liệu sử dụng:
- DFS: Sử dụng stack để lưu trữ các đỉnh chưa duyệt.
- BFS: Sử dụng queue để lưu trữ các đỉnh chưa duyệt.

3. Độ phức tạp:
- DFS: Độ phức tạp thời gian là O(V + E), trong đó V là số lượng đỉnh và E là số lượng cạnh.
- BFS: Độ phức tạp thời gian cũng là O(V + E).

4. Ứng dụng thực tế:
- DFS thường được sử dụng để xác định có vòng lặp hay không, tìm từ gốc đến các từ con trong một cụm từ học (trie), và giải quyết bài toán trạng thái.
- BFS thường được sử dụng trong tìm đường đi ngắn nhất giữa hai đỉnh, thăm qua toàn bộ cấu trúc đồ thị khi nguồn và đích đều là bất kỳ điểm nào, và việc xác định chuỗi thông tin đầu ra để ngăn chặn vòng lặp.

Tôi không có thông tin về vấn đề này, vui lòng liên hệ bộ phận hỗ trợ.",44.42,273,273,12,5,,,,"{""context_formatting"": 0.0008818000205792487, ""hybrid_retrieval"": 0.5030566999921575, ""llm_generation"": 19.542279199988116, ""prompt_building"": 0.0005240000318735838}","{""generation_metrics"": {}, ""graph_metrics"": {}, ""retrieval_metrics"": {""retrieved_chunk_count"": 12, ""retrieved_source_count"": 5, ""source_diversity"": 0.4167}, ""system_metrics"": {""answer_tokens"": 273, ""time_total_s"": 44.42, ""word_count"": 273}}"
q05,multi-hop,hard,"So sánh hai thuật toán duyệt đồ thị BFS và DFS: nguyên tắc hoạt động, cấu trúc dữ liệu sử dụng, độ phức tạp và ứng dụng thực tế.",GraphRAG,GraphRAG,GraphRAG,False,graph_vector,"Original algorithms for traversing a graph are Breadth-First Search (BFS) and Depth-First Search (DFS). Let's examine these algorithms from several perspectives including their original logic, the data structures they employ, and practical applications.

**Original Logic and Data Structures**

**DFS (Depth-First Search):**
The original logic for DFS is based on a depth-first strategy. The algorithm starts at an arbitrary vertex and explores as far down one branch of the graph as possible before backtracking. This approach involves using a stack or recursion to manage the order in which vertices are visited. 

**BFS (Breadth-First Search):**
In contrast, BFS employs a breadth-first strategy where it visits all neighboring vertices at the current depth level before moving on to their neighbors. It utilizes a queue data structure for this purpose.

**Data Structures:**

**DFS uses stack or recursion.**
- For implementation of DFS using an explicit stack (like in Python’s standard implementations), only O(1) space is needed for each call and no extra storage is required because the traversal process does not keep all visited vertices stored together.
- In recursion-based DFS, since it relies on function calls with local storage, the complexity could be higher if we need to keep track of previously visited nodes or use a global data structure.

**BFS uses queue.**
- BFS uses a queue (FIFO) for traversing neighboring vertices. Each node is processed only after all its immediate neighbors have been processed.
- In Python and other high-level languages, this typically translates into an O(1) space complexity per call with the overhead managed by the language's runtime stack or garbage collection.

**Time Complexity:**

**DFS:**
The time complexity for DFS can be described as O(|V| + |E|). This is because it may need to visit all vertices and edges if traversing a complete graph. 

**BFS:**
For BFS, the worst-case scenario also involves visiting every vertex (O(|V|)) and each edge once per level of depth (O(|E|)). Thus, its time complexity remains O(|V| + |E|), but typically it is more efficient in practice due to its level-by-level approach.

**Applications:**

**DFS (Depth-First Search):**
DFS has many applications including solving pathfinding problems like finding the shortest path and detecting cycles. It can also be used for graph traversal tasks like checking connectivity, finding paths between two nodes, or discovering cycles within a directed acyclic graph",29.27,381,381,20,4,1.0,,,"{""embed_query"": 2.412822100042831, ""extract_entities+hierarchical_context"": 2.7185865999781527, ""graph_traversal"": 1.200009137392044e-06, ""llm_generation"": 24.08255819999613, ""vector_search"": 0.004780199960805476}","{""generation_metrics"": {}, ""graph_metrics"": {""doc_passage_count"": 7, ""entity_count"": 0, ""graph_fact_count"": 0, ""source_count"": 4}, ""retrieval_metrics"": {}, ""system_metrics"": {""answer_tokens"": 381, ""time_total_s"": 29.27, ""word_count"": 381}}"
q05,multi-hop,hard,"So sánh hai thuật toán duyệt đồ thị BFS và DFS: nguyên tắc hoạt động, cấu trúc dữ liệu sử dụng, độ phức tạp và ứng dụng thực tế.",PaCRAG,PaCRAG+rerank,PaCRAG,True,hybrid_bm25_vector,"Cả thuật toán BFS (Breadth-first Search) và DFS (Depth-first Search) đều là hai phương pháp tìm kiếm đồ thị vô hướng sử dụng các nguyên tắc hoạt động khác nhau.

- Nguyên tắc hoạt động:
  - BFS bắt đầu từ một đỉnh và duyệt qua tất cả các đỉnh kề của nó trước khi tới đỉnh tiếp theo, tạo ra một cây khung với độ dài cạnh nhỏ nhất (theo số cạnh).
  - DFS cũng bắt đầu từ một đỉnh và duyệt tới các đỉnh kề trước khi quay lại từ một đỉnh đã duyệt. Nếu không còn đỉnh nào chưa được duyệt, thuật toán sẽ lùi lại để tìm các đường đi khác.

- Cấu trúc dữ liệu sử dụng:
  - BFS sử dụng hàng đợi (queue) để quản lý các đỉnh đang chờ duyệt.
  - DFS sử dụng stack hoặc danh sách liên kết đôi để lưu trữ các đỉnh kề đã thăm nhưng chưa được duyệt, cùng với việc sử dụng một cấu trúc lưu lại đường đi trong quá trình duyệt.

- Độ phức tạp:
  - BFS có độ phức tạp thời gian O(|V|+|E|), vì nó cần phải duyệt qua mỗi cạnh (theo số lượng cạnh) và mỗi đỉnh.
  - DFS cũng tương tự như vậy, nhưng đôi khi sẽ gặp phải trường hợp vòng lặp hoặc chu trình. Độ phức tạp của DFS tùy thuộc vào cấu trúc đồ thị.

- Ứng dụng thực tế:
  - BFS thường được sử dụng để tìm đường đi ngắn nhất trong một mạng lưới, ví dụ việc xây dựng mạng truyền thông hay hệ thống đường sắt.
  - DFS có thể hữu ích khi phân tích chuỗi và biểu diễn cây khung nhỏ nhất trong đồ thị, và cũng thích hợp cho các vấn đề cần kiểm tra xem một phần tử có thuộc không.

Ngoài ra, Kruskal's algorithm thường được sử dụng để xây dựng cây khung nhỏ nhất trên đồ thị vô hướng. 

Tôi không có thông tin về vấn đề này, vui lòng liên hệ bộ phận hỗ trợ.",59.45,344,344,5,3,0.8,,,"{""context_formatting"": 0.00011179997818544507, ""hybrid_retrieval"": 0.587081300036516, ""llm_generation"": 27.173066499992274, ""prompt_building"": 0.0003157000173814595}","{""generation_metrics"": {}, ""graph_metrics"": {}, ""retrieval_metrics"": {""retrieved_chunk_count"": 5, ""retrieved_source_count"": 3, ""source_diversity"": 0.6}, ""system_metrics"": {""answer_tokens"": 344, ""time_total_s"": 59.45, ""word_count"": 344}}"
q05,multi-hop,hard,"So sánh hai thuật toán duyệt đồ thị BFS và DFS: nguyên tắc hoạt động, cấu trúc dữ liệu sử dụng, độ phức tạp và ứng dụng thực tế.",GraphRAG,GraphRAG+rerank,GraphRAG,True,graph_vector,"### Nguyên tắc hoạt động:
- **BFS (Breadth-First Search)**: Thuật toán này bắt đầu từ một đỉnh gốc và duyệt qua các đỉnh theo mức độ. Nó tạo ra một cây tìm kiếm, nơi mỗi đỉnh trong cùng một cấp được xử lý trước khi đến các đỉnh ở cấp sau.

- **DFS (Depth-First Search)**: Thuật toán này đi sâu vào từng hướng con của đỉnh trước khi chuyển sang các hướng khác. Trong DFS, nó sử dụng kỹ thuật backtrack để quay lại từ những đỉnh mà nó đã xử lý nhưng chưa được kiểm tra trong quá trình duyệt. 

### Cấu trúc dữ liệu sử dụng:
- **BFS**: Sử dụng hàng đợi (queue) để lưu các đỉnh cần xử lý lần lượt theo thứ tự sâu trước thấp. 

- **DFS**: Sử dụng stack hoặc hàng đinh để lưu các đỉnh đang xử lý. Trong trường hợp của DFS, nó thường là một cấu trúc dữ liệu stack.

### Độ phức tạp:
- **BFS** có độ phức tạp O(|V| + |E|) vì nó phải duyệt qua mỗi cạnh và mỗi đỉnh trong đồ thị.
- **DFS** cũng có độ phức tạp tương tự, nhưng thông thường nó sẽ dừng lại sớm hơn so với BFS nếu không tìm thấy đường đi hoặc chu trình cần thiết. Độ phức tạp của DFS là O(|V| + |E|) nhưng nếu không gặp phải vấn đề đặc biệt như việc quay trở lại và duyệt lại những đỉnh đã xử lý, độ phức tạp có thể giảm xuống O(|V|). 

### Ứng dụng thực tế:
- **BFS** được sử dụng trong nhiều ứng dụng liên quan đến kiểm tra tính liên thông của đồ thị và tìm đường đi ngắn nhất.
- **DFS**, mặc dù không chắc chắn về việc tìm được đường đi ngắn nhất, vẫn có các ứng dụng khác như kiểm tra tính liên thông, tìm đường đi từ s đến t, phát hiện chu trình trong đồ thị không chứa chu trình, và kiểm tra tính liên thông mạnh. 

### Kết luận:
BFS và DFS đều rất hữu ích trong lĩnh vực đồ thị, nhưng họ hoạt động theo cách khác nhau về nguyên tắc, cấu trúc dữ liệu sử dụng và độ phức tạp. BFS phù hợp cho các vấn đề cần đảm bảo đường đi ngắn nhất hoặc kiểm tra tính liên thông của đồ thị, trong khi DFS là lựa chọn tốt hơn để tìm chu trình hoặc phát hiện chuỗi",37.21,414,414,20,4,,,,"{""embed_query"": 2.927243300015107, ""extract_entities+hierarchical_context"": 2.471604500024114, ""graph_traversal"": 8.999486453831196e-07, ""llm_generation"": 24.556434000027366, ""reranking"": 7.140508199983742, ""vector_search"": 0.0016396999708376825}","{""generation_metrics"": {}, ""graph_metrics"": {""doc_passage_count"": 7, ""entity_count"": 0, ""graph_fact_count"": 0, ""source_count"": 4}, ""retrieval_metrics"": {}, ""system_metrics"": {""answer_tokens"": 414, ""time_total_s"": 37.21, ""word_count"": 414}}"
q06,single-hop,easy,Định nghĩa đồ thị Euler và đồ thị nửa Euler là gì? Điều kiện để một đồ thị có chu trình Euler là gì?,PaCRAG,PaCRAG,PaCRAG,False,hybrid_bm25_vector,"Đồ thị Euler là đồ thị mà nó chứa một chu trình bao quanh tất cả các đỉnh của đồ thị và mỗi cạnh được đi qua đúng một lần. Điều kiện để một đồ thị có chu trình Euler là:

- Đồ thị Euler cần phải là đồ thị liên thông (tức là có thể đi từ bất kỳ đỉnh nào đến bất kỳ đỉnh nào mà không rời khỏi đồ thị).
- Tất cả các đỉnh của đồ thị đều phải có bậc chẵn. Bậc của một đỉnh trong đồ thị có hướng chính là bán bậc vào của nó.

Đồ thị nửa Euler, cũng được gọi là đồ thị partially Eulerian hoặc đồ thị đa Euler, chứa ít nhất một chu trình bao quanh tất cả các đỉnh và không đi qua tất cả các cạnh. Điều kiện để một đồ thị nửa Euler là:

- Đồ thị nửa Euler cần phải là đồ thị liên thông.
- Có ít nhất một đỉnh có bậc chẵn.
- Các đỉnh khác (có thể nhiều hơn một) có bậc lẻ.

Để tổng kết:
- Đồ thị Euler: tất cả các đỉnh bậc chẵn, đi qua tất cả cạnh đúng một lần.
- Đồ thị nửa Euler: ít nhất một chu trình toàn phần, không đi qua tất cả cạnh.

Tôi không có thông tin về vấn đề này, vui lòng liên hệ bộ phận hỗ trợ.",22.18,237,237,7,4,,,,"{""context_formatting"": 0.00023310002870857716, ""hybrid_retrieval"": 2.221163699985482, ""llm_generation"": 18.367867599998135, ""prompt_building"": 0.0021967999637126923}","{""generation_metrics"": {}, ""graph_metrics"": {}, ""retrieval_metrics"": {""retrieved_chunk_count"": 7, ""retrieved_source_count"": 4, ""source_diversity"": 0.5714}, ""system_metrics"": {""answer_tokens"": 237, ""time_total_s"": 22.18, ""word_count"": 237}}"
q06,single-hop,easy,Định nghĩa đồ thị Euler và đồ thị nửa Euler là gì? Điều kiện để một đồ thị có chu trình Euler là gì?,GraphRAG,GraphRAG,GraphRAG,False,graph_vector,Khong du thong tin de tra loi.,9.01,7,7,20,3,,,,"{""embed_query"": 2.526592599984724, ""extract_entities+hierarchical_context"": 2.826866000017617, ""fallback_generation"": 1.1175310999969952, ""graph_traversal"": 1.100008375942707e-06, ""llm_generation"": 2.4167202000389807, ""vector_search"": 0.005859799974132329}","{""generation_metrics"": {}, ""graph_metrics"": {""doc_passage_count"": 5, ""entity_count"": 0, ""graph_fact_count"": 0, ""source_count"": 3}, ""retrieval_metrics"": {}, ""system_metrics"": {""answer_tokens"": 7, ""time_total_s"": 9.01, ""word_count"": 7}}"
q06,single-hop,easy,Định nghĩa đồ thị Euler và đồ thị nửa Euler là gì? Điều kiện để một đồ thị có chu trình Euler là gì?,PaCRAG,PaCRAG+rerank,PaCRAG,True,hybrid_bm25_vector,"Đồ thị Euler là đồ thị mà mỗi đỉnh đều có bán bậc vào và bán bậc ra bằng nhau (deg-(v) = deg+(v)). Đồ thị nửa Euler, còn gọi là đồ thị lồi, là đồ thị mà có ít nhất một vòng lặp toàn bộ không lặp qua các cạnh. 

Điều kiện để một đồ thị có chu trình Euler: 
1. Đồ thị phải vô hướng.
2. Tất cả đỉnh của đồ thị đều có bán bậc vào và bán bậc ra bằng nhau (deg-(v) = deg+(v) hoặc tổng số cung vào và cung ra của tất cả các đỉnh bằng nhau). 

Định nghĩa này dựa trên tài liệu tại nguồn 1 ở trang 2.",23.92,115,115,5,2,0.8,,,"{""context_formatting"": 8.269998943433166e-05, ""hybrid_retrieval"": 0.4206572999828495, ""llm_generation"": 11.78775030001998, ""prompt_building"": 0.00034329999471083283}","{""generation_metrics"": {}, ""graph_metrics"": {}, ""retrieval_metrics"": {""retrieved_chunk_count"": 5, ""retrieved_source_count"": 2, ""source_diversity"": 0.4}, ""system_metrics"": {""answer_tokens"": 115, ""time_total_s"": 23.92, ""word_count"": 115}}"
